temperature_c,chi_hardware,erased_bits_per_sec,mem_energy_j,cache_size_bits,q_min_w,q_actual_w,caching_energy_j,erasure_avoided_j,is_caching_efficient
45.0,1.0,100000000000.0,1e-08,1000000000000.0,3.0446731076259864e-10,3.0446731076259864e-10,2e-08,3.0446731076259867e-09,0
45.0,1.0,100000000000.0,2.5e-08,100000000.0,3.0446731076259864e-10,3.0446731076259864e-10,5e-08,3.0446731076259863e-13,0
45.0,1.0,100000000000.0,2.5e-08,10000000000.0,3.0446731076259864e-10,3.0446731076259864e-10,5e-08,3.0446731076259864e-11,0
45.0,1.0,100000000000.0,2.5e-08,1000000000000.0,3.0446731076259864e-10,3.0446731076259864e-10,5e-08,3.0446731076259867e-09,0
45.0,1.0,10000000000000.0,1e-12,100000000.0,3.0446731076259863e-08,3.0446731076259863e-08,2e-12,3.0446731076259863e-13,0
45.0,1.0,10000000000000.0,1e-12,10000000000.0,3.0446731076259863e-08,3.0446731076259863e-08,2e-12,3.0446731076259864e-11,1
45.0,1.0,10000000000000.0,1e-12,1000000000000.0,3.0446731076259863e-08,3.0446731076259863e-08,2e-12,3.0446731076259867e-09,1
45.0,1.0,10000000000000.0,1e-09,100000000.0,3.0446731076259863e-08,3.0446731076259863e-08,2e-09,3.0446731076259863e-13,0
45.0,1.0,10000000000000.0,1e-09,10000000000.0,3.0446731076259863e-08,3.0446731076259863e-08,2e-09,3.0446731076259864e-11,0
45.0,1.0,10000000000000.0,1e-09,1000000000000.0,3.0446731076259863e-08,3.0446731076259863e-08,2e-09,3.0446731076259867e-09,1
45.0,1.0,10000000000000.0,1e-08,100000000.0,3.0446731076259863e-08,3.0446731076259863e-08,2e-08,3.0446731076259863e-13,0
45.0,1.0,10000000000000.0,1e-08,10000000000.0,3.0446731076259863e-08,3.0446731076259863e-08,2e-08,3.0446731076259864e-11,0
45.0,1.0,10000000000000.0,1e-08,1000000000000.0,3.0446731076259863e-08,3.0446731076259863e-08,2e-08,3.0446731076259867e-09,0
45.0,1.0,10000000000000.0,2.5e-08,100000000.0,3.0446731076259863e-08,3.0446731076259863e-08,5e-08,3.0446731076259863e-13,0
45.0,1.0,10000000000000.0,2.5e-08,10000000000.0,3.0446731076259863e-08,3.0446731076259863e-08,5e-08,3.0446731076259864e-11,0
45.0,1.0,10000000000000.0,2.5e-08,1000000000000.0,3.0446731076259863e-08,3.0446731076259863e-08,5e-08,3.0446731076259867e-09,0
45.0,100.0,1000000000.0,1e-12,100000000.0,3.0446731076259864e-12,3.0446731076259864e-10,2e-12,3.0446731076259864e-11,1
45.0,100.0,1000000000.0,1e-12,10000000000.0,3.0446731076259864e-12,3.0446731076259864e-10,2e-12,3.0446731076259863e-09,1
45.0,100.0,1000000000.0,1e-12,1000000000000.0,3.0446731076259864e-12,3.0446731076259864e-10,2e-12,3.0446731076259865e-07,1
45.0,100.0,1000000000.0,1e-09,100000000.0,3.0446731076259864e-12,3.0446731076259864e-10,2e-09,3.0446731076259864e-11,0
45.0,100.0,1000000000.0,1e-09,10000000000.0,3.0446731076259864e-12,3.0446731076259864e-10,2e-09,3.0446731076259863e-09,1
45.0,100.0,1000000000.0,1e-09,1000000000000.0,3.0446731076259864e-12,3.0446731076259864e-10,2e-09,3.0446731076259865e-07,1
45.0,100.0,1000000000.0,1e-08,100000000.0,3.0446731076259864e-12,3.0446731076259864e-10,2e-08,3.0446731076259864e-11,0
45.0,100.0,1000000000.0,1e-08,10000000000.0,3.0446731076259864e-12,3.0446731076259864e-10,2e-08,3.0446731076259863e-09,0
45.0,100.0,1000000000.0,1e-08,1000000000000.0,3.0446731076259864e-12,3.0446731076259864e-10,2e-08,3.0446731076259865e-07,1
45.0,100.0,1000000000.0,2.5e-08,100000000.0,3.0446731076259864e-12,3.0446731076259864e-10,5e-08,3.0446731076259864e-11,0
45.0,100.0,1000000000.0,2.5e-08,10000000000.0,3.0446731076259864e-12,3.0446731076259864e-10,5e-08,3.0446731076259863e-09,0
45.0,100.0,1000000000.0,2.5e-08,1000000000000.0,3.0446731076259864e-12,3.0446731076259864e-10,5e-08,3.0446731076259865e-07,1
45.0,100.0,100000000000.0,1e-12,100000000.0,3.0446731076259864e-10,3.0446731076259863e-08,2e-12,3.0446731076259864e-11,1
45.0,100.0,100000000000.0,1e-12,10000000000.0,3.0446731076259864e-10,3.0446731076259863e-08,2e-12,3.0446731076259863e-09,1
45.0,100.0,100000000000.0,1e-12,1000000000000.0,3.0446731076259864e-10,3.0446731076259863e-08,2e-12,3.0446731076259865e-07,1
45.0,100.0,100000000000.0,1e-09,100000000.0,3.0446731076259864e-10,3.0446731076259863e-08,2e-09,3.0446731076259864e-11,0
45.0,100.0,100000000000.0,1e-09,10000000000.0,3.0446731076259864e-10,3.0446731076259863e-08,2e-09,3.0446731076259863e-09,1
45.0,100.0,100000000000.0,1e-09,1000000000000.0,3.0446731076259864e-10,3.0446731076259863e-08,2e-09,3.0446731076259865e-07,1
45.0,100.0,100000000000.0,1e-08,100000000.0,3.0446731076259864e-10,3.0446731076259863e-08,2e-08,3.0446731076259864e-11,0
45.0,100.0,100000000000.0,1e-08,10000000000.0,3.0446731076259864e-10,3.0446731076259863e-08,2e-08,3.0446731076259863e-09,0
45.0,100.0,100000000000.0,1e-08,1000000000000.0,3.0446731076259864e-10,3.0446731076259863e-08,2e-08,3.0446731076259865e-07,1
45.0,100.0,100000000000.0,2.5e-08,100000000.0,3.0446731076259864e-10,3.0446731076259863e-08,5e-08,3.0446731076259864e-11,0
45.0,100.0,100000000000.0,2.5e-08,10000000000.0,3.0446731076259864e-10,3.0446731076259863e-08,5e-08,3.0446731076259863e-09,0
45.0,100.0,100000000000.0,2.5e-08,1000000000000.0,3.0446731076259864e-10,3.0446731076259863e-08,5e-08,3.0446731076259865e-07,1
45.0,100.0,10000000000000.0,1e-12,100000000.0,3.0446731076259863e-08,3.0446731076259864e-06,2e-12,3.0446731076259864e-11,1
45.0,100.0,10000000000000.0,1e-12,10000000000.0,3.0446731076259863e-08,3.0446731076259864e-06,2e-12,3.0446731076259863e-09,1
45.0,100.0,10000000000000.0,1e-12,1000000000000.0,3.0446731076259863e-08,3.0446731076259864e-06,2e-12,3.0446731076259865e-07,1
45.0,100.0,10000000000000.0,1e-09,100000000.0,3.0446731076259863e-08,3.0446731076259864e-06,2e-09,3.0446731076259864e-11,0
45.0,100.0,10000000000000.0,1e-09,10000000000.0,3.0446731076259863e-08,3.0446731076259864e-06,2e-09,3.0446731076259863e-09,1
45.0,100.0,10000000000000.0,1e-09,1000000000000.0,3.0446731076259863e-08,3.0446731076259864e-06,2e-09,3.0446731076259865e-07,1
45.0,100.0,10000000000000.0,1e-08,100000000.0,3.0446731076259863e-08,3.0446731076259864e-06,2e-08,3.0446731076259864e-11,0
45.0,100.0,10000000000000.0,1e-08,10000000000.0,3.0446731076259863e-08,3.0446731076259864e-06,2e-08,3.0446731076259863e-09,0
45.0,100.0,10000000000000.0,1e-08,1000000000000.0,3.0446731076259863e-08,3.0446731076259864e-06,2e-08,3.0446731076259865e-07,1
45.0,100.0,10000000000000.0,2.5e-08,100000000.0,3.0446731076259863e-08,3.0446731076259864e-06,5e-08,3.0446731076259864e-11,0
45.0,100.0,10000000000000.0,2.5e-08,10000000000.0,3.0446731076259863e-08,3.0446731076259864e-06,5e-08,3.0446731076259863e-09,0
45.0,100.0,10000000000000.0,2.5e-08,1000000000000.0,3.0446731076259863e-08,3.0446731076259864e-06,5e-08,3.0446731076259865e-07,1
45.0,10000.0,1000000000.0,1e-12,100000000.0,3.0446731076259864e-12,3.0446731076259863e-08,2e-12,3.0446731076259863e-09,1
45.0,10000.0,1000000000.0,1e-12,10000000000.0,3.0446731076259864e-12,3.0446731076259863e-08,2e-12,3.0446731076259865e-07,1
45.0,10000.0,1000000000.0,1e-12,1000000000000.0,3.0446731076259864e-12,3.0446731076259863e-08,2e-12,3.0446731076259866e-05,1
45.0,10000.0,1000000000.0,1e-09,100000000.0,3.0446731076259864e-12,3.0446731076259863e-08,2e-09,3.0446731076259863e-09,1
45.0,10000.0,1000000000.0,1e-09,10000000000.0,3.0446731076259864e-12,3.0446731076259863e-08,2e-09,3.0446731076259865e-07,1
45.0,10000.0,1000000000.0,1e-09,1000000000000.0,3.0446731076259864e-12,3.0446731076259863e-08,2e-09,3.0446731076259866e-05,1
45.0,10000.0,1000000000.0,1e-08,100000000.0,3.0446731076259864e-12,3.0446731076259863e-08,2e-08,3.0446731076259863e-09,0
45.0,10000.0,1000000000.0,1e-08,10000000000.0,3.0446731076259864e-12,3.0446731076259863e-08,2e-08,3.0446731076259865e-07,1
45.0,10000.0,1000000000.0,1e-08,1000000000000.0,3.0446731076259864e-12,3.0446731076259863e-08,2e-08,3.0446731076259866e-05,1
45.0,10000.0,1000000000.0,2.5e-08,100000000.0,3.0446731076259864e-12,3.0446731076259863e-08,5e-08,3.0446731076259863e-09,0
45.0,10000.0,1000000000.0,2.5e-08,10000000000.0,3.0446731076259864e-12,3.0446731076259863e-08,5e-08,3.0446731076259865e-07,1
45.0,10000.0,1000000000.0,2.5e-08,1000000000000.0,3.0446731076259864e-12,3.0446731076259863e-08,5e-08,3.0446731076259866e-05,1
45.0,10000.0,100000000000.0,1e-12,100000000.0,3.0446731076259864e-10,3.0446731076259864e-06,2e-12,3.0446731076259863e-09,1
45.0,10000.0,100000000000.0,1e-12,10000000000.0,3.0446731076259864e-10,3.0446731076259864e-06,2e-12,3.0446731076259865e-07,1
45.0,10000.0,100000000000.0,1e-12,1000000000000.0,3.0446731076259864e-10,3.0446731076259864e-06,2e-12,3.0446731076259866e-05,1
45.0,10000.0,100000000000.0,1e-09,100000000.0,3.0446731076259864e-10,3.0446731076259864e-06,2e-09,3.0446731076259863e-09,1
45.0,10000.0,100000000000.0,1e-09,10000000000.0,3.0446731076259864e-10,3.0446731076259864e-06,2e-09,3.0446731076259865e-07,1
45.0,10000.0,100000000000.0,1e-09,1000000000000.0,3.0446731076259864e-10,3.0446731076259864e-06,2e-09,3.0446731076259866e-05,1
45.0,10000.0,100000000000.0,1e-08,100000000.0,3.0446731076259864e-10,3.0446731076259864e-06,2e-08,3.0446731076259863e-09,0
45.0,10000.0,100000000000.0,1e-08,10000000000.0,3.0446731076259864e-10,3.0446731076259864e-06,2e-08,3.0446731076259865e-07,1
45.0,10000.0,100000000000.0,1e-08,1000000000000.0,3.0446731076259864e-10,3.0446731076259864e-06,2e-08,3.0446731076259866e-05,1
45.0,10000.0,100000000000.0,2.5e-08,100000000.0,3.0446731076259864e-10,3.0446731076259864e-06,5e-08,3.0446731076259863e-09,0
45.0,10000.0,100000000000.0,2.5e-08,10000000000.0,3.0446731076259864e-10,3.0446731076259864e-06,5e-08,3.0446731076259865e-07,1
45.0,10000.0,100000000000.0,2.5e-08,1000000000000.0,3.0446731076259864e-10,3.0446731076259864e-06,5e-08,3.0446731076259866e-05,1
45.0,10000.0,10000000000000.0,1e-12,100000000.0,3.0446731076259863e-08,0.00030446731076259865,2e-12,3.0446731076259863e-09,1
45.0,10000.0,10000000000000.0,1e-12,10000000000.0,3.0446731076259863e-08,0.00030446731076259865,2e-12,3.0446731076259865e-07,1
45.0,10000.0,10000000000000.0,1e-12,1000000000000.0,3.0446731076259863e-08,0.00030446731076259865,2e-12,3.0446731076259866e-05,1
45.0,10000.0,10000000000000.0,1e-09,100000000.0,3.0446731076259863e-08,0.00030446731076259865,2e-09,3.0446731076259863e-09,1
45.0,10000.0,10000000000000.0,1e-09,10000000000.0,3.0446731076259863e-08,0.00030446731076259865,2e-09,3.0446731076259865e-07,1
45.0,10000.0,10000000000000.0,1e-09,1000000000000.0,3.0446731076259863e-08,0.00030446731076259865,2e-09,3.0446731076259866e-05,1
45.0,10000.0,10000000000000.0,1e-08,100000000.0,3.0446731076259863e-08,0.00030446731076259865,2e-08,3.0446731076259863e-09,0
45.0,10000.0,10000000000000.0,1e-08,10000000000.0,3.0446731076259863e-08,0.00030446731076259865,2e-08,3.0446731076259865e-07,1
45.0,10000.0,10000000000000.0,1e-08,1000000000000.0,3.0446731076259863e-08,0.00030446731076259865,2e-08,3.0446731076259866e-05,1
45.0,10000.0,10000000000000.0,2.5e-08,100000000.0,3.0446731076259863e-08,0.00030446731076259865,5e-08,3.0446731076259863e-09,0
45.0,10000.0,10000000000000.0,2.5e-08,10000000000.0,3.0446731076259863e-08,0.00030446731076259865,5e-08,3.0446731076259865e-07,1
45.0,10000.0,10000000000000.0,2.5e-08,1000000000000.0,3.0446731076259863e-08,0.00030446731076259865,5e-08,3.0446731076259866e-05,1
45.0,1000000.0,1000000000.0,1e-12,100000000.0,3.0446731076259864e-12,3.0446731076259864e-06,2e-12,3.0446731076259865e-07,1
45.0,1000000.0,1000000000.0,1e-12,10000000000.0,3.0446731076259864e-12,3.0446731076259864e-06,2e-12,3.0446731076259863e-05,1
45.0,1000000.0,1000000000.0,1e-12,1000000000000.0,3.0446731076259864e-12,3.0446731076259864e-06,2e-12,0.0030446731076259866,1
45.0,1000000.0,1000000000.0,1e-09,100000000.0,3.0446731076259864e-12,3.0446731076259864e-06,2e-09,3.0446731076259865e-07,1
45.0,1000000.0,1000000000.0,1e-09,10000000000.0,3.0446731076259864e-12,3.0446731076259864e-06,2e-09,3.0446731076259863e-05,1
45.0,1000000.0,1000000000.0,1e-09,1000000000000.0,3.0446731076259864e-12,3.0446731076259864e-06,2e-09,0.0030446731076259866,1
45.0,1000000.0,1000000000.0,1e-08,100000000.0,3.0446731076259864e-12,3.0446731076259864e-06,2e-08,3.0446731076259865e-07,1
45.0,1000000.0,1000000000.0,1e-08,10000000000.0,3.0446731076259864e-12,3.0446731076259864e-06,2e-08,3.0446731076259863e-05,1
45.0,1000000.0,1000000000.0,1e-08,1000000000000.0,3.0446731076259864e-12,3.0446731076259864e-06,2e-08,0.0030446731076259866,1
45.0,1000000.0,1000000000.0,2.5e-08,100000000.0,3.0446731076259864e-12,3.0446731076259864e-06,5e-08,3.0446731076259865e-07,1
45.0,1000000.0,1000000000.0,2.5e-08,10000000000.0,3.0446731076259864e-12,3.0446731076259864e-06,5e-08,3.0446731076259863e-05,1
45.0,1000000.0,1000000000.0,2.5e-08,1000000000000.0,3.0446731076259864e-12,3.0446731076259864e-06,5e-08,0.0030446731076259866,1
45.0,1000000.0,100000000000.0,1e-12,100000000.0,3.0446731076259864e-10,0.00030446731076259865,2e-12,3.0446731076259865e-07,1
45.0,1000000.0,100000000000.0,1e-12,10000000000.0,3.0446731076259864e-10,0.00030446731076259865,2e-12,3.0446731076259863e-05,1
45.0,1000000.0,100000000000.0,1e-12,1000000000000.0,3.0446731076259864e-10,0.00030446731076259865,2e-12,0.0030446731076259866,1
45.0,1000000.0,100000000000.0,1e-09,100000000.0,3.0446731076259864e-10,0.00030446731076259865,2e-09,3.0446731076259865e-07,1
45.0,1000000.0,100000000000.0,1e-09,10000000000.0,3.0446731076259864e-10,0.00030446731076259865,2e-09,3.0446731076259863e-05,1
45.0,1000000.0,100000000000.0,1e-09,1000000000000.0,3.0446731076259864e-10,0.00030446731076259865,2e-09,0.0030446731076259866,1
45.0,1000000.0,100000000000.0,1e-08,100000000.0,3.0446731076259864e-10,0.00030446731076259865,2e-08,3.0446731076259865e-07,1
45.0,1000000.0,100000000000.0,1e-08,10000000000.0,3.0446731076259864e-10,0.00030446731076259865,2e-08,3.0446731076259863e-05,1
45.0,1000000.0,100000000000.0,1e-08,1000000000000.0,3.0446731076259864e-10,0.00030446731076259865,2e-08,0.0030446731076259866,1
45.0,1000000.0,100000000000.0,2.5e-08,100000000.0,3.0446731076259864e-10,0.00030446731076259865,5e-08,3.0446731076259865e-07,1
45.0,1000000.0,100000000000.0,2.5e-08,10000000000.0,3.0446731076259864e-10,0.00030446731076259865,5e-08,3.0446731076259863e-05,1
45.0,1000000.0,100000000000.0,2.5e-08,1000000000000.0,3.0446731076259864e-10,0.00030446731076259865,5e-08,0.0030446731076259866,1
45.0,1000000.0,10000000000000.0,1e-12,100000000.0,3.0446731076259863e-08,0.030446731076259864,2e-12,3.0446731076259865e-07,1
45.0,1000000.0,10000000000000.0,1e-12,10000000000.0,3.0446731076259863e-08,0.030446731076259864,2e-12,3.0446731076259863e-05,1
45.0,1000000.0,10000000000000.0,1e-12,1000000000000.0,3.0446731076259863e-08,0.030446731076259864,2e-12,0.0030446731076259866,1
45.0,1000000.0,10000000000000.0,1e-09,100000000.0,3.0446731076259863e-08,0.030446731076259864,2e-09,3.0446731076259865e-07,1
45.0,1000000.0,10000000000000.0,1e-09,10000000000.0,3.0446731076259863e-08,0.030446731076259864,2e-09,3.0446731076259863e-05,1
45.0,1000000.0,10000000000000.0,1e-09,1000000000000.0,3.0446731076259863e-08,0.030446731076259864,2e-09,0.0030446731076259866,1
45.0,1000000.0,10000000000000.0,1e-08,100000000.0,3.0446731076259863e-08,0.030446731076259864,2e-08,3.0446731076259865e-07,1
45.0,1000000.0,10000000000000.0,1e-08,10000000000.0,3.0446731076259863e-08,0.030446731076259864,2e-08,3.0446731076259863e-05,1
45.0,1000000.0,10000000000000.0,1e-08,1000000000000.0,3.0446731076259863e-08,0.030446731076259864,2e-08,0.0030446731076259866,1
45.0,1000000.0,10000000000000.0,2.5e-08,100000000.0,3.0446731076259863e-08,0.030446731076259864,5e-08,3.0446731076259865e-07,1
45.0,1000000.0,10000000000000.0,2.5e-08,10000000000.0,3.0446731076259863e-08,0.030446731076259864,5e-08,3.0446731076259863e-05,1
45.0,1000000.0,10000000000000.0,2.5e-08,1000000000000.0,3.0446731076259863e-08,0.030446731076259864,5e-08,0.0030446731076259866,1
45.0,100000000.0,1000000000.0,1e-12,100000000.0,3.0446731076259864e-12,0.00030446731076259865,2e-12,3.0446731076259863e-05,1
45.0,100000000.0,1000000000.0,1e-12,10000000000.0,3.0446731076259864e-12,0.00030446731076259865,2e-12,0.003044673107625986,1
45.0,100000000.0,1000000000.0,1e-12,1000000000000.0,3.0446731076259864e-12,0.00030446731076259865,2e-12,0.30446731076259864,1
45.0,100000000.0,1000000000.0,1e-09,100000000.0,3.0446731076259864e-12,0.00030446731076259865,2e-09,3.0446731076259863e-05,1
45.0,100000000.0,1000000000.0,1e-09,10000000000.0,3.0446731076259864e-12,0.00030446731076259865,2e-09,0.003044673107625986,1
45.0,100000000.0,1000000000.0,1e-09,1000000000000.0,3.0446731076259864e-12,0.00030446731076259865,2e-09,0.30446731076259864,1
45.0,100000000.0,1000000000.0,1e-08,100000000.0,3.0446731076259864e-12,0.00030446731076259865,2e-08,3.0446731076259863e-05,1
45.0,100000000.0,1000000000.0,1e-08,10000000000.0,3.0446731076259864e-12,0.00030446731076259865,2e-08,0.003044673107625986,1
45.0,100000000.0,1000000000.0,1e-08,1000000000000.0,3.0446731076259864e-12,0.00030446731076259865,2e-08,0.30446731076259864,1
45.0,100000000.0,1000000000.0,2.5e-08,100000000.0,3.0446731076259864e-12,0.00030446731076259865,5e-08,3.0446731076259863e-05,1
45.0,100000000.0,1000000000.0,2.5e-08,10000000000.0,3.0446731076259864e-12,0.00030446731076259865,5e-08,0.003044673107625986,1
45.0,100000000.0,1000000000.0,2.5e-08,1000000000000.0,3.0446731076259864e-12,0.00030446731076259865,5e-08,0.30446731076259864,1
45.0,100000000.0,100000000000.0,1e-12,100000000.0,3.0446731076259864e-10,0.030446731076259864,2e-12,3.0446731076259863e-05,1
45.0,100000000.0,100000000000.0,1e-12,10000000000.0,3.0446731076259864e-10,0.030446731076259864,2e-12,0.003044673107625986,1
45.0,100000000.0,100000000000.0,1e-12,1000000000000.0,3.0446731076259864e-10,0.030446731076259864,2e-12,0.30446731076259864,1
45.0,100000000.0,100000000000.0,1e-09,100000000.0,3.0446731076259864e-10,0.030446731076259864,2e-09,3.0446731076259863e-05,1
45.0,100000000.0,100000000000.0,1e-09,10000000000.0,3.0446731076259864e-10,0.030446731076259864,2e-09,0.003044673107625986,1
45.0,100000000.0,100000000000.0,1e-09,1000000000000.0,3.0446731076259864e-10,0.030446731076259864,2e-09,0.30446731076259864,1
45.0,100000000.0,100000000000.0,1e-08,100000000.0,3.0446731076259864e-10,0.030446731076259864,2e-08,3.0446731076259863e-05,1
45.0,100000000.0,100000000000.0,1e-08,10000000000.0,3.0446731076259864e-10,0.030446731076259864,2e-08,0.003044673107625986,1
45.0,100000000.0,100000000000.0,1e-08,1000000000000.0,3.0446731076259864e-10,0.030446731076259864,2e-08,0.30446731076259864,1
45.0,100000000.0,100000000000.0,2.5e-08,100000000.0,3.0446731076259864e-10,0.030446731076259864,5e-08,3.0446731076259863e-05,1
45.0,100000000.0,100000000000.0,2.5e-08,10000000000.0,3.0446731076259864e-10,0.030446731076259864,5e-08,0.003044673107625986,1
45.0,100000000.0,100000000000.0,2.5e-08,1000000000000.0,3.0446731076259864e-10,0.030446731076259864,5e-08,0.30446731076259864,1
45.0,100000000.0,10000000000000.0,1e-12,100000000.0,3.0446731076259863e-08,3.0446731076259863,2e-12,3.0446731076259863e-05,1
45.0,100000000.0,10000000000000.0,1e-12,10000000000.0,3.0446731076259863e-08,3.0446731076259863,2e-12,0.003044673107625986,1
45.0,100000000.0,10000000000000.0,1e-12,1000000000000.0,3.0446731076259863e-08,3.0446731076259863,2e-12,0.30446731076259864,1
45.0,100000000.0,10000000000000.0,1e-09,100000000.0,3.0446731076259863e-08,3.0446731076259863,2e-09,3.0446731076259863e-05,1
45.0,100000000.0,10000000000000.0,1e-09,10000000000.0,3.0446731076259863e-08,3.0446731076259863,2e-09,0.003044673107625986,1
45.0,100000000.0,10000000000000.0,1e-09,1000000000000.0,3.0446731076259863e-08,3.0446731076259863,2e-09,0.30446731076259864,1
45.0,100000000.0,10000000000000.0,1e-08,100000000.0,3.0446731076259863e-08,3.0446731076259863,2e-08,3.0446731076259863e-05,1
45.0,100000000.0,10000000000000.0,1e-08,10000000000.0,3.0446731076259863e-08,3.0446731076259863,2e-08,0.003044673107625986,1
45.0,100000000.0,10000000000000.0,1e-08,1000000000000.0,3.0446731076259863e-08,3.0446731076259863,2e-08,0.30446731076259864,1
45.0,100000000.0,10000000000000.0,2.5e-08,100000000.0,3.0446731076259863e-08,3.0446731076259863,5e-08,3.0446731076259863e-05,1
45.0,100000000.0,10000000000000.0,2.5e-08,10000000000.0,3.0446731076259863e-08,3.0446731076259863,5e-08,0.003044673107625986,1
45.0,100000000.0,10000000000000.0,2.5e-08,1000000000000.0,3.0446731076259863e-08,3.0446731076259863,5e-08,0.30446731076259864,1
65.0,1.0,1000000000.0,1e-12,100000000.0,3.2360716999645683e-12,3.2360716999645683e-12,2e-12,3.2360716999645683e-13,0
65.0,1.0,1000000000.0,1e-12,10000000000.0,3.2360716999645683e-12,3.2360716999645683e-12,2e-12,3.236071699964568e-11,1
65.0,1.0,1000000000.0,1e-12,1000000000000.0,3.2360716999645683e-12,3.2360716999645683e-12,2e-12,3.2360716999645682e-09,1
65.0,1.0,1000000000.0,1e-09,100000000.0,3.2360716999645683e-12,3.2360716999645683e-12,2e-09,3.2360716999645683e-13,0
65.0,1.0,1000000000.0,1e-09,10000000000.0,3.2360716999645683e-12,3.2360716999645683e-12,2e-09,3.236071699964568e-11,0
65.0,1.0,1000000000.0,1e-09,1000000000000.0,3.2360716999645683e-12,3.2360716999645683e-12,2e-09,3.2360716999645682e-09,1
65.0,1.0,1000000000.0,1e-08,100000000.0,3.2360716999645683e-12,3.2360716999645683e-12,2e-08,3.2360716999645683e-13,0
65.0,1.0,1000000000.0,1e-08,10000000000.0,3.2360716999645683e-12,3.2360716999645683e-12,2e-08,3.236071699964568e-11,0
65.0,1.0,1000000000.0,1e-08,1000000000000.0,3.2360716999645683e-12,3.2360716999645683e-12,2e-08,3.2360716999645682e-09,0
65.0,1.0,1000000000.0,2.5e-08,100000000.0,3.2360716999645683e-12,3.2360716999645683e-12,5e-08,3.2360716999645683e-13,0
65.0,1.0,1000000000.0,2.5e-08,10000000000.0,3.2360716999645683e-12,3.2360716999645683e-12,5e-08,3.236071699964568e-11,0
65.0,1.0,1000000000.0,2.5e-08,1000000000000.0,3.2360716999645683e-12,3.2360716999645683e-12,5e-08,3.2360716999645682e-09,0
65.0,1.0,100000000000.0,1e-12,100000000.0,3.236071699964568e-10,3.236071699964568e-10,2e-12,3.2360716999645683e-13,0
65.0,1.0,100000000000.0,1e-12,10000000000.0,3.236071699964568e-10,3.236071699964568e-10,2e-12,3.236071699964568e-11,1
65.0,1.0,100000000000.0,1e-12,1000000000000.0,3.236071699964568e-10,3.236071699964568e-10,2e-12,3.2360716999645682e-09,1
65.0,1.0,100000000000.0,1e-09,100000000.0,3.236071699964568e-10,3.236071699964568e-10,2e-09,3.2360716999645683e-13,0
65.0,1.0,100000000000.0,1e-09,10000000000.0,3.236071699964568e-10,3.236071699964568e-10,2e-09,3.236071699964568e-11,0
65.0,1.0,100000000000.0,1e-09,1000000000000.0,3.236071699964568e-10,3.236071699964568e-10,2e-09,3.2360716999645682e-09,1
65.0,1.0,100000000000.0,1e-08,100000000.0,3.236071699964568e-10,3.236071699964568e-10,2e-08,3.2360716999645683e-13,0
65.0,1.0,100000000000.0,1e-08,10000000000.0,3.236071699964568e-10,3.236071699964568e-10,2e-08,3.236071699964568e-11,0
65.0,1.0,100000000000.0,1e-08,1000000000000.0,3.236071699964568e-10,3.236071699964568e-10,2e-08,3.2360716999645682e-09,0
65.0,1.0,100000000000.0,2.5e-08,100000000.0,3.236071699964568e-10,3.236071699964568e-10,5e-08,3.2360716999645683e-13,0
65.0,1.0,100000000000.0,2.5e-08,10000000000.0,3.236071699964568e-10,3.236071699964568e-10,5e-08,3.236071699964568e-11,0
65.0,1.0,100000000000.0,2.5e-08,1000000000000.0,3.236071699964568e-10,3.236071699964568e-10,5e-08,3.2360716999645682e-09,0
65.0,1.0,10000000000000.0,1e-12,100000000.0,3.236071699964568e-08,3.236071699964568e-08,2e-12,3.2360716999645683e-13,0
65.0,1.0,10000000000000.0,1e-12,10000000000.0,3.236071699964568e-08,3.236071699964568e-08,2e-12,3.236071699964568e-11,1
65.0,1.0,10000000000000.0,1e-12,1000000000000.0,3.236071699964568e-08,3.236071699964568e-08,2e-12,3.2360716999645682e-09,1
65.0,1.0,10000000000000.0,1e-09,100000000.0,3.236071699964568e-08,3.236071699964568e-08,2e-09,3.2360716999645683e-13,0
65.0,1.0,10000000000000.0,1e-09,10000000000.0,3.236071699964568e-08,3.236071699964568e-08,2e-09,3.236071699964568e-11,0
65.0,1.0,10000000000000.0,1e-09,1000000000000.0,3.236071699964568e-08,3.236071699964568e-08,2e-09,3.2360716999645682e-09,1
65.0,1.0,10000000000000.0,1e-08,100000000.0,3.236071699964568e-08,3.236071699964568e-08,2e-08,3.2360716999645683e-13,0
65.0,1.0,10000000000000.0,1e-08,10000000000.0,3.236071699964568e-08,3.236071699964568e-08,2e-08,3.236071699964568e-11,0
65.0,1.0,10000000000000.0,1e-08,1000000000000.0,3.236071699964568e-08,3.236071699964568e-08,2e-08,3.2360716999645682e-09,0
65.0,1.0,10000000000000.0,2.5e-08,100000000.0,3.236071699964568e-08,3.236071699964568e-08,5e-08,3.2360716999645683e-13,0
65.0,1.0,10000000000000.0,2.5e-08,10000000000.0,3.236071699964568e-08,3.236071699964568e-08,5e-08,3.236071699964568e-11,0
65.0,1.0,10000000000000.0,2.5e-08,1000000000000.0,3.236071699964568e-08,3.236071699964568e-08,5e-08,3.2360716999645682e-09,0
65.0,100.0,1000000000.0,1e-12,100000000.0,3.2360716999645683e-12,3.236071699964568e-10,2e-12,3.236071699964568e-11,1
65.0,100.0,1000000000.0,1e-12,10000000000.0,3.2360716999645683e-12,3.236071699964568e-10,2e-12,3.2360716999645682e-09,1
